date,open,high,low,close,volume,oi
2025-11-20 12:40:00,4073.56067,4074.45095,4073.56067,4074.45095,0,0
2025-11-20 12:41:00,4074.40814,4074.49674,4074.32901,4074.35552,0,0
2025-11-20 12:42:00,4074.33064,4074.36565,4074.2058,4074.21201,0,0
2025-11-20 12:43:00,4073.88344,4075.39577,4073.88344,4075.39577,0,0
2025-11-20 12:44:00,4075.3698,4075.37017,4075.2272,4075.2272,0,0
2025-11-20 12:45:00,4075.34761,4075.34761,4072.87213,4074.01473,0,0
2025-11-20 12:46:00,4073.92294,4074.01935,4073.00202,4073.00202,0,0
2025-11-20 12:47:00,4072.94772,4073.02108,4072.08868,4072.08868,0,0
2025-11-20 12:48:00,4072.16859,4072.16859,4068.31076,4069.07627,0,0
2025-11-20 12:49:00,4069.42933,4069.42933,4064.29451,4066.74121,0,0
2025-11-20 12:50:00,4066.81656,4068.2004,4066.74729,4067.81755,0,0
2025-11-20 12:51:00,4068.02857,4068.02857,4063.79653,4065.31648,0,0
2025-11-20 12:52:00,4065.27539,4065.31799,4064.92424,4064.92424,0,0
2025-11-20 12:53:00,4064.88464,4064.94993,4064.0912,4064.09519,0,0
2025-11-20 12:54:00,4064.2102,4064.2102,4061.74755,4062.7923,0,0
2025-11-20 12:55:00,4062.65339,4062.76198,4062.06572,4062.06572,0,0
2025-11-20 12:56:00,4062.05713,4062.15708,4061.105,4061.53092,0,0
2025-11-20 12:57:00,4061.54374,4061.54374,4061.50158,4061.50645,0,0
2025-11-20 12:58:00,4061.4766,4062.62082,4061.4766,4062.62082,0,0
2025-11-20 12:59:00,4062.25691,4064.55416,4062.25691,4064.55416,0,0
2025-11-20 13:00:00,4064.37264,4064.5237,4063.5969,4063.5969,0,0
2025-11-20 13:01:00,4063.45938,4064.03191,4063.45938,4064.03191,0,0
2025-11-20 13:02:00,4063.90055,4067.47059,4063.90055,4067.47059,0,0
2025-11-20 13:03:00,4067.43473,4067.4865,4067.04238,4067.04238,0,0
2025-11-20 13:04:00,4067.06929,4067.58153,4067.04696,4067.47048,0,0
2025-11-20 13:05:00,4067.42945,4067.53263,4067.08881,4067.19339,0,0
2025-11-20 13:06:00,4067.19166,4067.1977,4067.18155,4067.1977,0,0
2025-11-20 13:07:00,4067.07037,4067.30502,4067.07037,4067.30502,0,0
2025-11-20 13:08:00,4067.19858,4067.29929,4066.39685,4066.39685,0,0
2025-11-20 13:09:00,4066.36634,4066.42734,4065.42082,4065.4341,0,0
2025-11-20 13:10:00,4065.41936,4065.44746,4065.40362,4065.42663,0,0
2025-11-20 13:11:00,4065.39632,4065.45731,4064.80239,4064.8318,0,0
2025-11-20 13:12:00,4064.80173,4064.85923,4064.5231,4064.5231,0,0
2025-11-20 13:13:00,4064.33331,4064.50453,4063.3381,4063.3381,0,0
2025-11-20 13:14:00,4063.45153,4063.45153,4061.0946,4062.2789,0,0
2025-11-20 13:15:00,4062.43146,4062.43146,4058.77746,4059.93171,0,0
2025-11-20 13:16:00,4059.65249,4059.9241,4057.61614,4057.61614,0,0
2025-11-20 13:17:00,4057.20087,4057.58775,4055.38181,4055.38181,0,0
2025-11-20 13:18:00,4055.31641,4059.50639,4055.31641,4059.50639,0,0
2025-11-20 13:19:00,4059.66783,4061.05025,4059.4822,4060.37999,0,0
2025-11-20 13:20:00,4060.35372,4060.46459,4059.64653,4059.9492,0,0
2025-11-20 13:21:00,4059.89055,4059.93106,4059.57741,4059.57741,0,0
2025-11-20 13:22:00,4059.4149,4059.82351,4059.4149,4059.82351,0,0
